CODBEN,DESCRIPCION,PORCMAX,MONTOMAX,TIPO,USUARIO,FECMOD,APLICONCEPTO,APLICAL,PRIORIDAD,ORIGEN_BENEFICIO,Vigencia
1812,MC 1 ASIG EN CADA SEMESTRE,50.00000,,BECA,7872,2023-01-05 12:57:00.000,A,TOTAL,1,INTERNO,SI
1813,MC HASTA 4 ASIG DISTRIBUIDAS EN 2 SEMESTRES,25.00000,,BECA,7872,2023-01-05 12:57:00.000,A,TOTAL,1,INTERNO,SI
1814,Descuento pago Tarjeta de Credito Multiple Total,5.00000,,FINANCIERO,1,2022-02-03 15:18:00.000,A,SALDO,6,INTERNO,SI
1815,Beca Prueba Transicion,,1150000.00,FINANCIAMIENTO,8768,2022-01-21 16:42:00.000,A,TOTAL,1,EXTERNO,SI
1816,Beca Titular Valech Matricula ,100.00000,,FINANCIAMIENTO,31735,2022-01-24 16:40:00.000,M,TOTAL,1,EXTERNO,SI
1817,Descuento pago contado multiple,5.00000,,BECA,8938,2022-02-09 11:25:00.000,A,SALDO,6,INTERNO,NO
1818,Convenio Instituto Carlos Casanueva,25.00000,,BECA,8768,2022-02-14 11:00:00.000,A,SALDO,2,INTERNO,SI
1819,EXTENSION VIGENCIA TLU,100.00000,,BECA,8768,2022-02-25 12:14:00.000,A,TOTAL,2,INTERNO,SI
1820,MENOR CARGA ACADEMICA TLU,99.00000,,BECA,8768,2022-02-25 14:15:00.000,A,SALDO,2,INTERNO,SI
1821,MENOR CARGA ACADEMICA POSTGRADO,99.00000,,BECA,8768,2022-03-18 17:35:00.000,A,SALDO,2,INTERNO,SI
750,918 Convenio Minera los Morros (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
751,919 Convenio Minera los Morros (UNIACC - 10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
752,920 Convenio Ejercito de Chile (UNIACC-10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
753,921 Convenio ENTEL (UNIACC-15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
754,999 Convenio - OTROS IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
757,923 Convenio Caja Los Andes (IACC-20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
758,922 Convenio Caja Los Andes (UNIACC-10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
759,Beca Notas de Enseñanza Media,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
760,Beca PSU,45.00000,,BECA,8768,2021-10-13 09:50:00.000,A,SALDO,2,INTERNO,SI
761,Beca Apoyo Regional,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
762,Beca Deportistas Destacados,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
763,Beca Líderes,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
764,Beca Hermanos e Hijos de Estudiantes Regulares,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
924,IP -909 Banco del Estado (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
925,IP -910 Corcin (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
926,IP -911  Ejercito de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
927,IP -913 GoldCorp El Morro (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
928,IP -914 Monticello Gran Casino ( 20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
929,IP -912  Fuerza Aérea de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
930,IP -915 SMU  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
931,IP -101 Renovación Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
932,IP - 917 SENADIS ( 40% ),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
933,IP -102 Beca por Resolución Rectoría IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
934,IP -201 Egresados IACC-UNIACC (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
935,IP -202 Plan contado nuevos (7%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
936,IP -930 Otros convenios (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
937,IP- 924 ANOP (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
938,IP -203 Plan cheque nuevos (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
940,IP -205 Beca Alumno nvos 2015   (15%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
941,IP -101 Renovación Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
946,IP -204 Beca Reincorporación (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
948,IP -206 Beca Esp. Cheque2015  (5%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
949,IP -207 Beca Esp. Contado 2015  (8%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
950,IP -902  Mundo ACHS (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
951,IP - 208 Beca. Esp. Cheque 2015 (3%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
952,IP - 209 Beca Esp.  Cup.  (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
953,IP -205 Beca Alumno nvos   (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
954,IP - 213 Plan Contado (15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
955,IP - 230 Otros Convenios ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
956,IP - 925 CCAF Los Andes (40%)N-D,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
957,IP - 926 ACHS(40%) D-E,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
958,IP - 926 ACHS(40%) D-E,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
959,IP - 925 CCAF Los Andes (40%)N-D,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
960,IP - 227 Beca Nov. (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
961,IP - 927  BCI (25%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
962,IP - 210 Beca Al. Nvo Dic  (27%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
963,IP - 214 Plan Cheque (10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
964,IP -221 Beca Esp. ( 5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
968,IP - 928  IST  (40%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
969,IP - 929  ACHS  Enero (30%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
970,IP- 2016 DIP. D.SOC.  E(50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
971,IP - 918  IZIT ENERO (30%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
972,IP - 919 SENDA E-M (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
973,IP - 920 CREDICHILE (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
974,IP - 921 BANCO ESTADO (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
975,IP - 922 EJERCITO - AVIACION (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
976,IP -216 Beca Al. Nvo Feb (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
977,IP -103 Beca rendimiento academico (10% o 20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
978,IP -217 Beca Cup. Feb (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
979,IP - 931  SOCOFAR (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
980,IP - 923 IZIT MARZO (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
981,IP -218 Beca Al. Nvo Marzo (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
982,IP - 932  CCAF LOS HEROES CT-IN. Y P (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
983,IP - 933  CCAF LOS HEROES DIPL (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
984,IP -219 Beca Al. Nvo ( 20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
985,IP -220 Beca Al. Nvo. Dipl( 50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
986,IP -221 Beca Esp. Junio( 5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
987,IP- 934 SubDere (0%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
988,ADM. FC Agosto – 10% (No Renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
989,ADM. FC Caja de Compensación – 10% (No Renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
990,Admisión 2015,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1217,IP - 234 BES NOV  (5%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1218,IP- 914 Caja Araucana  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1219,IP- 915 Caja Araucana  (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1220,IP - 916 Fach (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1221,"IP - 236 Contado Dip. (45%)
",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1222,IP - 237 Cheque Dip. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1223,IP - 238 1º Cuota Pag.  Dip (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1224,IP - 239 Cuponera  Dip (30%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1225,IP - 240 Exalumnos Dip. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1226,IP- 917 Caja los Andes  DIp.(40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1227,IP -918 Caja Gabriela Mistral (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1229,IP - 916 Fach (20%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1230,IP- 920 Monticello  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1231,IP -918 Caja Gabriela Mistral (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1232,IP -919 Caja Gabriela Mistral ( 30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1233,IP- 921 Ejército de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1234,IP- 922 Ejército de Chile Dip.(25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1235,IP -923 Bomberos (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1407,IP- 917 CAJA LOS ANDES  DIPLOMADO (40%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1408,IP -918 CAJA GABRIELA MISTRAL (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1409,IP -919 CAJA GABRIELA MISTRAL DIPOMADO (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1410,IP- 920 MONTICELLO  (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1411,IP- 921 EJÉRCITO DE CHILE (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1412,IP- 922 EJÉRCITO DE CHILE DIPLOMADO (25%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1413,IP -923 BOMBEROS (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1414,IP -924 BOMBEROS DIPLOMADO (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1415,IP- 925 BENEFIS (25%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1416,IP- 926 BENEFIS DIPLOMADO (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1417,IP- 927 PODER JUDICIAL GOINTEGRO (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1418,IP- 928 SML (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1419,IP- 929 FINNING (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1420,IP - 930 NEXXO S.A  (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1421,IP - 931 AFUBACH BCO CHILE (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1422,IP- 932 AFUBACH  BCO CHILE  DIP (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1423,IP- 933 AFUBACH  BCO ITAU (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1424,IP- 934 AFUBACH  BCO ITAU DIPLOMADO  (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1425,IP -935 BENEFIS (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1426,IP -936 BENEFIS DIPLOMADO (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1427,IP- 937 EDUGLOBAL (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1428,IP- 938 EDUGLOBAL DIPLOMADO (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1429,IP - 939 BECA FUNCIONARIO IACC 50% 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1430,IP -940  BECA ADICIONAL MAYO  5% 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1431,IP - 941 CONVENIO CLUB METRO  (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1432,IP - 942  BECA  ADICIONAL JUNIO 5% 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1433,IP- 943 BECA ADICIONAL JULIO ( 5% )2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1434,IP- 944 BECA ADICIONAL AGOSTO ( 5% )2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1435,IP- 945 BECA EXTRA CARR.DIFICIL  ( 5% ) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1436,IP- 946 BECA ( 5% ) EXTRA SEPTIEMBRE 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1437,IP-947 CAMARA DE COMERCIO DE SANTIAGO (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1438,IP-948 PIDENCO S.A (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1439,IP-949 SINDICATO DE TRABAJADORES S.A (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1440,IP-950 ANATISEL DEL (ISL) (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1441,IP-951 SENAME (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1442,IP-952 RGM MALLAS DEL ALAMBRE (20%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1445,IP - 245 BFTP  (15%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1446,IP-953 BECA COMPLEMENTO FUNCIONARIO SINDICATO IACC 5%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1448,IP-954 BECA COMPLEMENTO DIPLOMADO FAMILIAR DIRECTO FUNCIONAR,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1449,IP-955 BECA POR FALTA DE QUORUM  (DOPLOMADO) ( 100%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1450,IP-956 BECA  PREGRADO ADICIONAL PEM NOVIEMBRE 2017  ( 5% ),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1451,U120-Beca MES,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1452,IP-957 BECA PARIENTE DIRECTO FUNCIONARIO SINDICATO 80%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1453,IP - 245 BFTP  (15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1454,IP- 958 BECA FUNCIONARIO IACC - UNIACC (SINDICATO) (100%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1455,IP-959 CONVENIO - FBS (FEDERACIÓN DE SINDICATO BANCO SANTAND,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1456,IP-953 BECA DESCUENTO ESPECIAL CLIENTE BANCO ESTADO ( DIPLOM,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1458,IP-953 BECA DESCUENTO ESPECIAL CLIENTE BANCO ESTADO ( DIPLOM,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1670,U-702-Dcto. Financiero - Pago al Contado,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1671,U-703-Dcto. Financiero - Tarjeta de Crédito,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1672,U-1000-Sin  Beneficio,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1673,IP-983 BECA PEM NOVIEMBRE 2018 (10%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1674,IP-984 BECA SIFUP 100% ( PRE-GRADO),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1675,IP-985 BECA SIFUP 2019 100% ( PRE-GRADO),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1676,IP-985 BECA SIFUP ( PRE-GRADO) 2019 100%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1677,U125 -Renovación de Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1678,IP-985 Beca descuento especial (enero2019) para PEM marzo 20,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1679,IP-987 Beca descuento especial (Contabilidad General) Enero ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1680,IP-988 Beca descuento especial (Técnico en Relaciones públic,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1682,IP-989 Beca descuento especial (Técnico Superior en Ciberseg,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1683,IP-990 Beca descuento especial (Ingeniería en Prevención de ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1684,IP-991 Beca descuento especial (Ingeniería en Informática - ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1685,IP-992 Beca descuento especial (Continuidad de Contador Audi,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1686,IP-993 Beca descuento especial (Administración Pública) Ener,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1687,IP-994 Beca descuento especial (Continuidad de Administració,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1689,IP-247 Beneficio Convenio- GOOD YEAR ( Diplomado) 35%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1690,IP-248 Beneficio Convenio- GOOD YEAR ( Pregrado ) 25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1834,UNIVERSIDAD SIGLO XXI,30.00000,,BECA,8938,2022-04-29 12:30:00.000,A,SALDO,2,INTERNO,SI
1835,CFT ICCE,30.00000,,BECA,8938,2022-04-29 12:32:00.000,A,SALDO,2,INTERNO,SI
1836,CFT JUAN BOHON,30.00000,,BECA,8938,2022-04-29 12:34:00.000,A,SALDO,2,INTERNO,SI
1837,CFT MANPOWER,30.00000,,BECA,8938,2022-04-29 12:35:00.000,A,SALDO,2,INTERNO,SI
1838,IPP LOS LEONES,30.00000,,BECA,8938,2022-04-29 12:36:00.000,A,SALDO,2,INTERNO,SI
1839,CAJA LOS HEROES,30.00000,,BECA,8938,2022-04-29 12:37:00.000,A,SALDO,2,INTERNO,SI
1840,MUNICIPALIDAD DE ÑUÑOA,25.00000,,BECA,8938,2022-04-29 12:39:00.000,A,SALDO,2,INTERNO,SI
1841,MENOR CARGA DIPLOMADO MATRICULA,100.00000,,BECA,8768,2022-05-03 10:33:00.000,M,TOTAL,2,INTERNO,SI
1842,MENOR CARGA ACADEMICA DIPLOMADO,100.00000,,BECA,7872,2022-09-13 15:39:00.000,A,SALDO,2,INTERNO,SI
1843,ABONO DIPLOMADO CONTINUIDAD MAGISTER,,1000000.00,BECA,8768,2023-01-31 15:08:00.000,A,TOTAL,1,INTERNO,SI
1844,RECTIFICACION ESPECIALIDAD MAT,100.00000,,BECA,7872,2022-06-23 14:49:00.000,M,TOTAL,2,INTERNO,SI
1845,RECTIFICACION ESPECIALIDAD ARANCEL,100.00000,,BECA,7872,2022-06-23 14:49:00.000,A,TOTAL,2,INTERNO,SI
1846,CFT ICCE,30.00000,,BECA,8938,2022-07-01 17:10:00.000,A,SALDO,2,INTERNO,SI
1847,FELICITY 360,25.00000,,BECA,8938,2022-07-01 17:12:00.000,A,SALDO,2,INTERNO,SI
1848,CFT LOTA,30.00000,,BECA,8938,2022-07-01 17:12:00.000,A,SALDO,2,INTERNO,SI
1849,CFT MASSACHUSETTS,30.00000,,BECA,8938,2022-07-01 17:13:00.000,A,SALDO,2,INTERNO,SI
1850,DESCUENTO RESOLUCION FINANCIERA ARANCEL,100.00000,,BECA,8768,2022-08-04 17:04:00.000,A,SALDO,2,INTERNO,SI
1851,DESCUENTO RESOLUCION FINANCIERA MAT,100.00000,,BECA,8768,2022-08-04 17:05:00.000,M,TOTAL,2,INTERNO,SI
1852,DESCUENTO PAGO TARJETA DEBITO MULTIPLE TOTAL,5.00000,,FINANCIERO,8768,2022-09-09 16:39:00.000,A,SALDO,6,INTERNO,SI
1853,Ajuste Arancel 2022 BTV1 No Renovable,,450000.00,BECA,31725,2022-12-20 17:11:00.000,A,SALDO,1,INTERNO,SI
1854,Ajuste Arancel 2022 No Renovable,,460000.00,BECA,8938,2023-02-07 16:33:00.000,A,SALDO,1,INTERNO,NO
1855,Descuento Forma de Pago Multiple Total ,5.00000,,BECA,8938,2022-12-16 19:20:00.000,A,SALDO,6,INTERNO,SI
1856,RESOLUCION GLADYS GONZALEZ TAPIA,,750000.00,BECA,8768,2022-12-22 11:20:00.000,A,TOTAL,1,INTERNO,SI
1857,DCTO MAT CA RESOLUCION ESPECIAL SOLO 2023,100.00000,,BECA,8768,2022-12-30 13:19:00.000,M,TOTAL,2,INTERNO,SI
1859,Beca Migrante Matricula Renovante,100.00000,,BECA,7872,2025-02-03 11:23:00.000,M,TOTAL,2,INTERNO,SI
2000,PRUEBA MNP ,,199990.00,BECA,1,2021-10-13 16:44:00.000,M,TOTAL,1,INTERNO,SI
2001,PRUEBA MNP ARANCEL,100.00000,,BECA,1,2021-12-06 10:54:00.000,A,TOTAL,1,INTERNO,SI
2002,Beca Migrante Arancel Renovante,100.00000,,BECA,7872,2025-02-03 11:23:00.000,A,TOTAL,2,INTERNO,SI
2003,Matrcula costo 0 Campaña Rentegro,100.00000,,BECA,7872,2023-02-06 15:14:00.000,M,TOTAL,3,INTERNO,SI
2004,Beca Colaboradores Hijos y Conyuges,100.00000,,BECA,7872,2023-06-01 15:54:00.000,M,SALDO,2,INTERNO,SI
2005,Beneficio Complementario Renovable Nvos,15.00000,,BECA,8768,2023-07-13 16:16:00.000,A,SALDO,2,INTERNO,SI
